Gender,Age,City,Profession,Sleep Duration,Dietary Habits,Degree
Male,20,Bangalore,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,23,Agra,Student,'More than 8 hours',Moderate,B.Ed
Male,28,Faridabad,Student,'7-8 hours',Healthy,MD
Male,24,Lucknow,Student,'5-6 hours',Healthy,B.Arch
Female,24,Thane,Student,'More than 8 hours',Moderate,B.Pharm
Male,26,Bangalore,Student,'7-8 hours',Unhealthy,BA
Male,24,Agra,Student,'5-6 hours',Unhealthy,B.Com
Male,29,Varanasi,Student,'Less than 5 hours',Unhealthy,M.Tech
Male,29,M.Tech,Student,'7-8 hours',Moderate,M.Tech
Male,19,Mumbai,Student,'5-6 hours',Unhealthy,'Class 12'
Male,33,Srinagar,Student,'Less than 5 hours',Moderate,M.Pharm
Female,28,Jaipur,Student,'7-8 hours',Moderate,BHM
Female,21,Lucknow,Student,'7-8 hours',Moderate,BCA
Female,31,Delhi,Student,'5-6 hours',Moderate,B.Com
Female,18,Bangalore,Student,'7-8 hours',Unhealthy,'Class 12'
Male,33,Lucknow,Student,'5-6 hours',Healthy,BA
Female,23,Faridabad,Student,'5-6 hours',Healthy,B.Tech
Female,23,Kalyan,Student,'Less than 5 hours',Unhealthy,BSc
Male,34,Visakhapatnam,Student,'More than 8 hours',Moderate,MCA
Male,34,Jaipur,Student,'7-8 hours',Moderate,ME
Female,29,Visakhapatnam,Student,'5-6 hours',Moderate,MHM
Female,28,Bangalore,Student,'5-6 hours',Moderate,BCA
Female,19,Mumbai,Student,'More than 8 hours',Healthy,'Class 12'
Female,34,Visakhapatnam,Student,'Less than 5 hours',Healthy,MCA
Female,22,Ghaziabad,Student,'7-8 hours',Moderate,BCA
Male,27,Kalyan,Student,'5-6 hours',Moderate,BHM
Female,22,Thane,Student,'More than 8 hours',Healthy,B.Arch
Male,24,Hyderabad,Student,'Less than 5 hours',Healthy,B.Com
Female,28,Vadodara,Student,'5-6 hours',Moderate,B.Ed
Male,27,Jaipur,Student,'7-8 hours',Moderate,MSc
Male,25,Chennai,Student,'Less than 5 hours',Moderate,B.Ed
Male,32,Nashik,Student,'More than 8 hours',Unhealthy,M.Tech
Male,21,Agra,Student,'7-8 hours',Moderate,BCA
Female,21,Vadodara,Student,'5-6 hours',Moderate,BHM
Male,23,Bhopal,Student,'More than 8 hours',Healthy,BCA
Male,25,Rajkot,Student,'More than 8 hours',Moderate,MCA
Female,21,Chennai,Student,'Less than 5 hours',Healthy,BCA
Female,26,Patna,Student,'Less than 5 hours',Moderate,MBA
Male,33,Ludhiana,Student,'7-8 hours',Moderate,B.Arch
Male,31,Faridabad,Student,'More than 8 hours',Moderate,MD
Male,31,Visakhapatnam,Student,'More than 8 hours',Unhealthy,M.Ed
Female,25,Srinagar,Student,'7-8 hours',Moderate,MSc
Female,28,Agra,Student,'More than 8 hours',Healthy,LLM
Male,26,Ludhiana,Student,'Less than 5 hours',Unhealthy,MBBS
Male,25,Nagpur,Student,'7-8 hours',Unhealthy,B.Ed
Male,20,Indore,Student,'5-6 hours',Moderate,'Class 12'
Female,24,Kalyan,Student,'More than 8 hours',Healthy,BE
Female,27,Meerut,Student,'Less than 5 hours',Unhealthy,B.Pharm
Male,26,Vadodara,Student,'More than 8 hours',Unhealthy,B.Pharm
Male,31,Thane,Student,'More than 8 hours',Moderate,MBA
Male,18,Ludhiana,Student,'More than 8 hours',Healthy,'Class 12'
Male,34,Indore,Student,'7-8 hours',Unhealthy,BHM
Male,33,Lucknow,Student,'Less than 5 hours',Unhealthy,M.Tech
Female,33,Faridabad,Student,'Less than 5 hours',Moderate,'Class 12'
Male,23,Vasai-Virar,Student,'5-6 hours',Healthy,BCA
Male,30,Agra,Student,'7-8 hours',Moderate,M.Pharm
Male,33,Chennai,Student,'Less than 5 hours',Healthy,BCA
Male,32,Patna,Student,'More than 8 hours',Moderate,LLB
Female,23,Visakhapatnam,Student,'More than 8 hours',Unhealthy,B.Ed
Male,30,Bhavna,Student,'Less than 5 hours',Healthy,'Class 12'
Female,24,Meerut,Student,'7-8 hours',Moderate,B.Tech
Female,29,Pune,Student,'More than 8 hours',Healthy,ME
Female,24,Kolkata,Student,'Less than 5 hours',Moderate,B.Ed
Male,21,Meerut,Student,'7-8 hours',Healthy,MA
Female,34,Kalyan,Student,'Less than 5 hours',Moderate,B.Com
Male,25,Lucknow,Student,'More than 8 hours',Unhealthy,BA
Male,32,Visakhapatnam,Student,'7-8 hours',Moderate,'Class 12'
Male,27,Varanasi,Student,'7-8 hours',Moderate,B.Arch
Male,23,Pune,Student,'5-6 hours',Moderate,MCA
Male,25,Nagpur,Student,'7-8 hours',Unhealthy,B.Com
Male,34,Rajkot,Student,'More than 8 hours',Unhealthy,M.Pharm
Female,24,Srinagar,Student,'7-8 hours',Unhealthy,BBA
Female,18,Nashik,Student,'7-8 hours',Healthy,'Class 12'
Male,27,Kolkata,Student,'Less than 5 hours',Healthy,M.Tech
Female,25,Agra,Student,'5-6 hours',Healthy,B.Ed
Male,21,Jaipur,Student,'More than 8 hours',Moderate,B.Com
Male,33,Kalyan,Student,'Less than 5 hours',Moderate,MBA
Female,28,Varanasi,Student,'7-8 hours',Unhealthy,B.Arch
Male,25,Jaipur,Student,'7-8 hours',Unhealthy,BHM
Male,24,Mumbai,Student,'5-6 hours',Unhealthy,B.Ed
Male,30,Pune,Student,'5-6 hours',Healthy,B.Ed
Female,24,Ahmedabad,Student,'5-6 hours',Unhealthy,MBBS
Female,22,Nagpur,Student,'7-8 hours',Moderate,BCA
Male,28,Varanasi,Student,'More than 8 hours',Unhealthy,B.Arch
Male,26,Patna,Student,'More than 8 hours',Moderate,B.Arch
Male,26,Jaipur,Student,'Less than 5 hours',Healthy,B.Ed
Female,34,Agra,Student,'7-8 hours',Moderate,B.Tech
Male,18,Ahmedabad,Student,'Less than 5 hours',Healthy,'Class 12'
Male,20,Kalyan,Student,'7-8 hours',Unhealthy,'Class 12'
Male,34,Agra,Student,'7-8 hours',Unhealthy,LLM
Male,26,Delhi,Student,'Less than 5 hours',Unhealthy,BA
Male,18,Varanasi,Student,'5-6 hours',Unhealthy,'Class 12'
Female,20,Varanasi,Student,'5-6 hours',Moderate,'Class 12'
Female,19,Kanpur,Student,'7-8 hours',Unhealthy,'Class 12'
Female,21,Chennai,Student,'Less than 5 hours',Moderate,MBA
Male,25,Patna,Student,'7-8 hours',Unhealthy,B.Ed
Female,25,Kolkata,Student,'5-6 hours',Unhealthy,BHM
Male,23,Mumbai,Student,Others,Moderate,BE
Female,33,Bhopal,Student,'5-6 hours',Moderate,BE
Female,31,Ludhiana,Student,'7-8 hours',Healthy,MBBS
Female,24,Vasai-Virar,Student,'5-6 hours',Unhealthy,BCA
Female,25,Thane,Student,'More than 8 hours',Moderate,M.Tech
Male,25,Kanpur,Student,'Less than 5 hours',Healthy,'Class 12'
Female,23,Pune,Student,'7-8 hours',Unhealthy,PhD
Female,27,Kalyan,Student,'7-8 hours',Moderate,MSc
Male,18,Mumbai,Student,'7-8 hours',Moderate,'Class 12'
Male,29,Pune,Student,'Less than 5 hours',Unhealthy,BCA
Male,28,Agra,Student,'5-6 hours',Healthy,BCA
Female,24,Jaipur,Student,'Less than 5 hours',Moderate,B.Arch
Female,26,Ghaziabad,Student,'7-8 hours',Moderate,LLM
Female,21,Vasai-Virar,Student,'Less than 5 hours',Moderate,'Class 12'
Female,32,Delhi,Student,'5-6 hours',Unhealthy,'Class 12'
Male,29,Srinagar,Student,'5-6 hours',Unhealthy,M.Tech
Male,25,Lucknow,Student,'5-6 hours',Moderate,B.Com
Male,33,Indore,Student,'7-8 hours',Moderate,BHM
Male,34,Varanasi,Student,'7-8 hours',Unhealthy,BCA
Female,20,Kalyan,Student,'More than 8 hours',Moderate,'Class 12'
Female,31,Delhi,Student,'Less than 5 hours',Healthy,LLB
Female,33,Bangalore,Student,'7-8 hours',Moderate,BSc
Female,23,Hyderabad,Student,'7-8 hours',Unhealthy,B.Arch
Female,21,Indore,Student,'Less than 5 hours',Moderate,B.Arch
Male,21,Jaipur,Student,'Less than 5 hours',Unhealthy,MCA
Female,24,Kalyan,Student,'7-8 hours',Healthy,M.Pharm
Female,21,Vasai-Virar,Student,'7-8 hours',Healthy,B.Tech
Male,20,Kolkata,Student,'5-6 hours',Unhealthy,'Class 12'
Male,32,Rajkot,Student,'5-6 hours',Unhealthy,B.Tech
Female,21,Jaipur,Student,'5-6 hours',Moderate,B.Arch
Female,20,Bangalore,Student,'5-6 hours',Healthy,BA
Female,20,Hyderabad,Student,'5-6 hours',Healthy,'Class 12'
Female,19,Agra,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,20,Faridabad,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,30,Vadodara,Student,'Less than 5 hours',Unhealthy,B.Tech
Male,24,Hyderabad,Student,'Less than 5 hours',Healthy,B.Ed
Male,18,Ahmedabad,Student,'7-8 hours',Unhealthy,'Class 12'
Female,32,Delhi,Student,'5-6 hours',Healthy,MBA
Male,27,Thane,Student,'Less than 5 hours',Moderate,LLB
Female,24,Kalyan,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,20,Agra,Student,'Less than 5 hours',Moderate,'Class 12'
Male,19,Vasai-Virar,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,22,Kalyan,Student,'Less than 5 hours',Unhealthy,BCA
Female,30,Pune,Student,'7-8 hours',Moderate,BA
Male,24,Hyderabad,Student,'Less than 5 hours',Unhealthy,BCA
Male,21,Chennai,Student,'Less than 5 hours',Unhealthy,BCA
Male,24,Kanpur,Student,'More than 8 hours',Moderate,B.Ed
Male,27,Mumbai,Student,'7-8 hours',Unhealthy,BHM
Female,22,Chennai,Student,'Less than 5 hours',Unhealthy,M.Tech
Male,23,Hyderabad,Student,'5-6 hours',Moderate,B.Tech
Female,23,Visakhapatnam,Student,'5-6 hours',Moderate,BSc
Male,26,Mumbai,Student,'Less than 5 hours',Moderate,M.Ed
Male,30,Vadodara,Student,'Less than 5 hours',Healthy,BE
Female,30,Thane,Student,'7-8 hours',Healthy,'Class 12'
Male,21,Bhopal,Student,'5-6 hours',Moderate,M.Com
Male,34,Lucknow,Student,'7-8 hours',Healthy,BBA
Male,28,Delhi,Student,'Less than 5 hours',Moderate,B.Ed
Male,23,Agra,Student,'Less than 5 hours',Moderate,MSc
Male,28,Kanpur,Student,'7-8 hours',Moderate,MD
Female,30,Lucknow,Student,'7-8 hours',Unhealthy,BHM
Male,21,Surat,Student,'5-6 hours',Moderate,M.Tech
Male,23,Srinagar,Student,'More than 8 hours',Moderate,BBA
Female,20,Surat,Student,'5-6 hours',Unhealthy,'Class 12'
Female,28,Vadodara,Student,'7-8 hours',Moderate,B.Ed
Male,24,Mumbai,Student,'Less than 5 hours',Healthy,B.Ed
Female,21,Nagpur,Student,'Less than 5 hours',Healthy,M.Tech
Male,19,Ahmedabad,Student,'More than 8 hours',Moderate,'Class 12'
Female,19,Vasai-Virar,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,18,Agra,Student,'5-6 hours',Moderate,'Class 12'
Female,25,Vasai-Virar,Student,'5-6 hours',Healthy,BHM
Male,18,Kalyan,Student,'7-8 hours',Unhealthy,'Class 12'
Female,29,Srinagar,Student,'7-8 hours',Moderate,BE
Female,22,Vadodara,Student,'7-8 hours',Unhealthy,BE
Female,30,Nagpur,Student,'More than 8 hours',Unhealthy,B.Ed
Male,32,Vadodara,Student,'More than 8 hours',Moderate,MD
Male,32,Hyderabad,Student,'More than 8 hours',Unhealthy,BCA
Female,33,Srinagar,Student,'7-8 hours',Unhealthy,B.Ed
Female,31,Nagpur,Student,'More than 8 hours',Moderate,B.Tech
Male,26,Lucknow,Student,'5-6 hours',Unhealthy,BCA
Female,29,Chennai,Student,'5-6 hours',Moderate,ME
Female,21,Visakhapatnam,Student,'7-8 hours',Unhealthy,MCA
Female,28,Delhi,Student,'5-6 hours',Unhealthy,M.Pharm
Male,27,Jaipur,Student,'7-8 hours',Unhealthy,BA
Male,20,Hyderabad,Student,'Less than 5 hours',Healthy,'Class 12'
Male,29,Mumbai,Student,'7-8 hours',Unhealthy,MSc
Male,32,Hyderabad,Student,'More than 8 hours',Moderate,MCA
Female,26,Rajkot,Student,'More than 8 hours',Healthy,BSc
Male,20,Mumbai,Student,'More than 8 hours',Moderate,'Class 12'
Male,26,Ludhiana,Student,'7-8 hours',Unhealthy,B.Pharm
Male,31,Vadodara,Student,'5-6 hours',Unhealthy,M.Tech
Female,29,Ahmedabad,Student,'5-6 hours',Healthy,LLM
Female,28,Kolkata,Student,'More than 8 hours',Healthy,MCA
Female,24,Faridabad,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,23,Mumbai,Student,'More than 8 hours',Healthy,MSc
Male,19,Chennai,Student,'7-8 hours',Moderate,'Class 12'
Male,18,Kanpur,Student,'5-6 hours',Unhealthy,'Class 12'
Female,28,Lucknow,Student,'More than 8 hours',Unhealthy,B.Pharm
Female,25,Bhopal,Student,'More than 8 hours',Moderate,BA
Female,20,Bhopal,Student,'7-8 hours',Healthy,'Class 12'
Female,21,Lucknow,Student,'7-8 hours',Unhealthy,BCA
Female,27,Bhopal,Student,'7-8 hours',Moderate,PhD
Male,33,Nashik,Student,'Less than 5 hours',Healthy,MA
Female,33,Vadodara,Student,'7-8 hours',Unhealthy,M.Pharm
Male,33,Agra,Student,'5-6 hours',Healthy,MBA
Male,27,Chennai,Student,'More than 8 hours',Moderate,M.Tech
Male,28,Ludhiana,Student,'7-8 hours',Unhealthy,ME
Male,29,Surat,Student,'5-6 hours',Unhealthy,ME
Female,20,Lucknow,Student,'5-6 hours',Healthy,'Class 12'
Male,24,Kanpur,Student,'7-8 hours',Moderate,B.Arch
Male,21,Delhi,Student,'5-6 hours',Moderate,M.Com
Female,22,Agra,Student,'5-6 hours',Healthy,MCA
Female,34,Vasai-Virar,Student,'7-8 hours',Unhealthy,BHM
Female,28,Jaipur,Student,'Less than 5 hours',Moderate,B.Tech
Female,25,Varanasi,Student,'7-8 hours',Moderate,B.Arch
Female,32,Ahmedabad,Student,'More than 8 hours',Moderate,BCA
Male,29,Visakhapatnam,Student,'7-8 hours',Healthy,LLB
Male,21,Varanasi,Student,'5-6 hours',Moderate,BA
Male,28,Surat,Student,'5-6 hours',Unhealthy,BCA
Female,24,Ahmedabad,Student,'More than 8 hours',Unhealthy,B.Ed
Male,19,Pune,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,25,Chennai,Student,'More than 8 hours',Unhealthy,M.Pharm
Male,22,Bhopal,Student,'More than 8 hours',Moderate,B.Com
Female,21,Indore,Student,'Less than 5 hours',Healthy,MA
Female,23,Surat,Student,'More than 8 hours',Moderate,BSc
Female,31,Chennai,Student,'5-6 hours',Healthy,LLB
Male,26,Mumbai,Student,'7-8 hours',Unhealthy,MD
Male,30,Ahmedabad,Student,'Less than 5 hours',Moderate,MCA
Female,19,Kolkata,Student,'More than 8 hours',Moderate,'Class 12'
Female,24,Pune,Student,'7-8 hours',Unhealthy,MCA
Female,30,Meerut,Student,'7-8 hours',Unhealthy,M.Pharm
Male,26,Varanasi,Student,'5-6 hours',Moderate,LLM
Male,28,Ahmedabad,Student,'5-6 hours',Unhealthy,BCA
Female,34,Pune,Student,'Less than 5 hours',Healthy,MA
Female,33,Meerut,Student,'7-8 hours',Unhealthy,MA
Male,25,Kalyan,Student,'7-8 hours',Moderate,B.Tech
Female,34,Varanasi,Student,'Less than 5 hours',Unhealthy,B.Arch
Male,23,Hyderabad,Student,'5-6 hours',Unhealthy,B.Ed
Female,20,Indore,Student,'5-6 hours',Healthy,'Class 12'
Female,29,Patna,Student,'5-6 hours',Moderate,M.Ed
Female,31,Pune,Student,'Less than 5 hours',Moderate,LLM
Female,27,Faridabad,Student,'Less than 5 hours',Healthy,B.Com
Male,24,Agra,Student,'5-6 hours',Unhealthy,BHM
Female,19,Agra,Student,'More than 8 hours',Healthy,'Class 12'
Male,32,Agra,Student,'5-6 hours',Moderate,MBBS
Male,26,Nagpur,Student,'5-6 hours',Unhealthy,MSc
Male,31,Chennai,Student,'More than 8 hours',Unhealthy,LLM
Female,30,Vasai-Virar,Student,'5-6 hours',Healthy,BHM
Female,24,Surat,Student,'Less than 5 hours',Unhealthy,M.Tech
Male,20,Delhi,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,20,Kalyan,Student,'More than 8 hours',Healthy,'Class 12'
Male,26,Delhi,Student,'5-6 hours',Healthy,LLB
Female,23,Jaipur,Student,'Less than 5 hours',Moderate,BHM
Male,24,Kalyan,Student,'5-6 hours',Healthy,MHM
Male,31,Hyderabad,Student,'7-8 hours',Healthy,M.Com
Female,26,Visakhapatnam,Student,'Less than 5 hours',Healthy,B.Ed
Female,24,Varanasi,Student,'Less than 5 hours',Moderate,'Class 12'
Male,19,Vasai-Virar,Student,'More than 8 hours',Healthy,'Class 12'
Male,23,Nashik,Student,'5-6 hours',Unhealthy,BCA
Male,32,Agra,Student,'More than 8 hours',Unhealthy,B.Tech
Male,22,Jaipur,Student,'7-8 hours',Moderate,MCA
Male,23,Kalyan,Student,'5-6 hours',Unhealthy,B.Com
Female,32,Vasai-Virar,Student,'Less than 5 hours',Unhealthy,MA
Female,20,Bangalore,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,28,Visakhapatnam,Student,'More than 8 hours',Healthy,B.Com
Male,28,Varanasi,Student,'More than 8 hours',Unhealthy,M.Pharm
Male,33,Patna,Student,'Less than 5 hours',Unhealthy,BHM
Male,19,Surat,Student,'5-6 hours',Unhealthy,'Class 12'
Female,34,Indore,Student,'Less than 5 hours',Moderate,MD
Male,23,Nagpur,Student,'7-8 hours',Healthy,BE
Female,24,Bangalore,Student,'More than 8 hours',Moderate,BA
Female,20,Surat,Student,'More than 8 hours',Healthy,'Class 12'
Female,28,Kalyan,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,31,Visakhapatnam,Student,'7-8 hours',Unhealthy,M.Ed
Male,24,Faridabad,Student,'Less than 5 hours',Healthy,B.Tech
Female,31,Jaipur,Student,'7-8 hours',Moderate,B.Arch
Male,26,Delhi,Student,'7-8 hours',Moderate,B.Pharm
Male,28,Jaipur,Student,'Less than 5 hours',Moderate,B.Com
Female,31,Lucknow,Student,'Less than 5 hours',Unhealthy,LLB
Female,25,Chennai,Student,'7-8 hours',Moderate,B.Arch
Male,21,Thane,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,20,Lucknow,Student,'5-6 hours',Unhealthy,'Class 12'
Female,22,Hyderabad,Student,'More than 8 hours',Moderate,B.Tech
Male,23,Vasai-Virar,Student,'Less than 5 hours',Healthy,BCA
Male,28,Visakhapatnam,Student,'5-6 hours',Healthy,MSc
Male,33,Indore,Student,'More than 8 hours',Unhealthy,BSc
Female,29,Srinagar,Student,'5-6 hours',Unhealthy,BCA
Female,23,Srinagar,Student,'7-8 hours',Unhealthy,MSc
Female,28,Lucknow,Student,'More than 8 hours',Healthy,M.Com
Female,24,Vasai-Virar,Student,'7-8 hours',Healthy,B.Arch
Female,33,Meerut,Student,'More than 8 hours',Healthy,PhD
Male,27,Lucknow,Student,'5-6 hours',Healthy,BHM
Female,24,Hyderabad,Student,'Less than 5 hours',Healthy,'Class 12'
Female,28,Pune,Student,'5-6 hours',Healthy,BA
Male,19,Ludhiana,Student,'5-6 hours',Moderate,'Class 12'
Female,20,Chennai,Student,'Less than 5 hours',Healthy,'Class 12'
Male,29,Indore,Student,'Less than 5 hours',Healthy,M.Com
Female,19,Nashik,Student,'5-6 hours',Unhealthy,'Class 12'
Male,30,Kalyan,Student,'5-6 hours',Moderate,B.Ed
Male,20,Visakhapatnam,Student,'Less than 5 hours',Moderate,'Class 12'
Female,27,Delhi,Student,'Less than 5 hours',Unhealthy,LLM
Female,21,Kalyan,Student,'Less than 5 hours',Healthy,MCA
Male,19,Jaipur,Student,'5-6 hours',Unhealthy,'Class 12'
Male,20,Kalyan,Student,'7-8 hours',Healthy,'Class 12'
Male,20,Chennai,Student,'Less than 5 hours',Moderate,'Class 12'
Male,29,Rajkot,Student,'More than 8 hours',Unhealthy,MD
Male,21,Bhopal,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,31,Ghaziabad,Student,'5-6 hours',Moderate,M.Com
Male,29,Meerut,Student,'7-8 hours',Unhealthy,B.Tech
Male,28,Visakhapatnam,Student,'Less than 5 hours',Moderate,B.Pharm
Female,18,Vadodara,Student,'5-6 hours',Healthy,'Class 12'
Male,21,Agra,Student,'7-8 hours',Moderate,B.Arch
Female,24,Surat,Student,'7-8 hours',Moderate,B.Arch
Female,28,Varanasi,Student,'More than 8 hours',Healthy,BSc
Male,30,Jaipur,Student,'Less than 5 hours',Unhealthy,MD
Female,25,Varanasi,Student,'More than 8 hours',Moderate,BSc
Female,20,Agra,Student,'7-8 hours',Unhealthy,'Class 12'
Female,20,Mumbai,Student,'5-6 hours',Moderate,'Class 12'
Male,30,Hyderabad,Student,'Less than 5 hours',Moderate,M.Ed
Male,19,Chennai,Student,'5-6 hours',Unhealthy,'Class 12'
Male,29,Varanasi,Student,'More than 8 hours',Moderate,B.Com
Male,34,Thane,Student,'Less than 5 hours',Unhealthy,BE
Male,18,Visakhapatnam,Student,'7-8 hours',Healthy,'Class 12'
Male,34,Hyderabad,Student,'More than 8 hours',Unhealthy,BHM
Male,32,Nashik,Student,'7-8 hours',Moderate,LLB
Female,29,'Less Delhi',Student,'7-8 hours',Healthy,BE
Male,24,Rajkot,Student,'5-6 hours',Unhealthy,B.Arch
Female,27,Bangalore,Student,'5-6 hours',Healthy,MSc
Female,20,Rajkot,Student,'Less than 5 hours',Healthy,'Class 12'
Female,32,Chennai,Student,'More than 8 hours',Moderate,BBA
Male,33,Visakhapatnam,Student,'5-6 hours',Moderate,M.Tech
Male,25,Thane,Student,'Less than 5 hours',Moderate,MA
Female,24,Pune,Student,'5-6 hours',Healthy,B.Pharm
Female,30,Kalyan,Student,'More than 8 hours',Moderate,MA
Male,21,Mumbai,Student,'Less than 5 hours',Moderate,B.Com
Male,18,Vadodara,Student,'5-6 hours',Healthy,'Class 12'
Female,19,Agra,Student,'7-8 hours',Healthy,'Class 12'
Female,33,Bangalore,Student,'Less than 5 hours',Moderate,MSc
Male,27,Thane,Student,'Less than 5 hours',Unhealthy,MBA
Male,20,Thane,Student,'5-6 hours',Unhealthy,'Class 12'
Male,27,Srinagar,Student,'Less than 5 hours',Healthy,M.Tech
Male,23,Hyderabad,Student,'Less than 5 hours',Unhealthy,BBA
Female,21,Vadodara,Student,'Less than 5 hours',Unhealthy,BA
Male,27,Jaipur,Student,'Less than 5 hours',Unhealthy,PhD
Male,18,Hyderabad,Student,'5-6 hours',Unhealthy,'Class 12'
Male,20,Ahmedabad,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,19,Bhopal,Student,'Less than 5 hours',Moderate,'Class 12'
Male,20,Chennai,Student,'7-8 hours',Moderate,BSc
Male,23,Bhopal,Student,'5-6 hours',Moderate,B.Tech
Female,28,Bhopal,Student,'More than 8 hours',Moderate,BSc
Female,18,Thane,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,18,Rajkot,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,20,Kalyan,Student,'5-6 hours',Healthy,'Class 12'
Male,18,Ahmedabad,Student,'More than 8 hours',Moderate,'Class 12'
Female,27,Kalyan,Student,'5-6 hours',Healthy,B.Com
Male,25,Ludhiana,Student,'More than 8 hours',Moderate,M.Tech
Female,23,Ludhiana,Student,'5-6 hours',Unhealthy,BHM
Female,33,Kolkata,Student,'More than 8 hours',Unhealthy,BCA
Male,19,Jaipur,Student,'5-6 hours',Healthy,'Class 12'
Male,21,Jaipur,Student,'7-8 hours',Unhealthy,'Class 12'
Male,28,Ghaziabad,Student,'More than 8 hours',Moderate,M.Pharm
Female,25,Thane,Student,'7-8 hours',Unhealthy,MCA
Male,21,Kanpur,Student,'5-6 hours',Unhealthy,BCA
Male,30,Mumbai,Student,'Less than 5 hours',Unhealthy,BHM
Male,30,Visakhapatnam,Student,'Less than 5 hours',Unhealthy,B.Com
Female,22,Bangalore,Student,'Less than 5 hours',Moderate,M.Com
Male,29,Kolkata,Student,'More than 8 hours',Healthy,M.Pharm
Male,34,Mumbai,Student,'More than 8 hours',Healthy,'Class 12'
Male,32,Nashik,Student,'More than 8 hours',Healthy,B.Arch
Female,28,Lucknow,Student,'5-6 hours',Moderate,PhD
Female,24,Bangalore,Student,'7-8 hours',Moderate,B.Pharm
Female,27,Ahmedabad,Student,'Less than 5 hours',Moderate,LLM
Female,19,Bhopal,Student,'7-8 hours',Healthy,'Class 12'
Female,26,Kalyan,Student,'5-6 hours',Moderate,BBA
Male,22,Ludhiana,Student,'5-6 hours',Unhealthy,MSc
Male,22,Thane,Student,'More than 8 hours',Healthy,MCA
Male,23,Ludhiana,Student,'Less than 5 hours',Unhealthy,BSc
Female,31,Delhi,Student,'5-6 hours',Unhealthy,'Class 12'
Female,26,Hyderabad,Student,'More than 8 hours',Healthy,B.Tech
Male,28,Patna,Student,'7-8 hours',Unhealthy,B.Com
Male,18,Agra,Student,'7-8 hours',Healthy,'Class 12'
Female,21,Jaipur,Student,'Less than 5 hours',Moderate,B.Arch
Male,28,Chennai,Student,'More than 8 hours',Moderate,BHM
Male,24,Delhi,Student,'Less than 5 hours',Moderate,BSc
Female,30,Meerut,Student,'Less than 5 hours',Moderate,LLM
Male,23,Rajkot,Student,'More than 8 hours',Moderate,BHM
Female,26,Agra,Student,'More than 8 hours',Moderate,LLM
Male,20,Rajkot,Student,'More than 8 hours',Moderate,BE
Male,32,Ludhiana,Student,'5-6 hours',Moderate,BCA
Male,22,Ghaziabad,Student,'7-8 hours',Healthy,MSc
Female,19,Ahmedabad,Student,'7-8 hours',Moderate,'Class 12'
Male,30,Rajkot,Student,'5-6 hours',Healthy,PhD
Male,34,Vasai-Virar,Student,'5-6 hours',Unhealthy,M.Com
Male,23,Agra,Student,'7-8 hours',Unhealthy,MCA
Female,20,Patna,Student,'5-6 hours',Moderate,'Class 12'
Male,31,Srinagar,Student,'More than 8 hours',Moderate,M.Ed
Male,24,Rajkot,Student,'More than 8 hours',Unhealthy,B.Com
Male,26,Patna,Student,'5-6 hours',Moderate,MBBS
Male,28,Ghaziabad,Student,'5-6 hours',Healthy,BHM
Male,27,Surat,Student,'5-6 hours',Moderate,MBBS
Female,28,Vasai-Virar,Student,'5-6 hours',Healthy,MBBS
Male,29,Kanpur,Student,'7-8 hours',Moderate,BE
Male,24,Hyderabad,Student,'7-8 hours',Healthy,M.Pharm
Female,34,Agra,Student,'Less than 5 hours',Moderate,M.Com
Male,18,Visakhapatnam,Student,'7-8 hours',Healthy,'Class 12'
Male,32,Nashik,Student,'7-8 hours',Moderate,MBBS
Female,18,Pune,Student,'7-8 hours',Unhealthy,'Class 12'
Male,29,Patna,Student,'5-6 hours',Moderate,M.Pharm
Male,24,Delhi,Student,'5-6 hours',Unhealthy,MBBS
Male,28,Kalyan,Student,'Less than 5 hours',Moderate,B.Arch
Female,18,Lucknow,Student,'More than 8 hours',Moderate,'Class 12'
Male,27,Kolkata,Student,'Less than 5 hours',Moderate,MSc
Male,24,Ahmedabad,Student,'More than 8 hours',Unhealthy,BSc
Female,27,Kolkata,Student,'Less than 5 hours',Moderate,BCA
Female,32,Bangalore,Student,'More than 8 hours',Healthy,B.Ed
Female,21,Delhi,Student,'7-8 hours',Unhealthy,M.Tech
Female,27,Kolkata,Student,'5-6 hours',Unhealthy,MCA
Male,28,Vadodara,Student,'Less than 5 hours',Healthy,BBA
Male,21,Nashik,Student,'Less than 5 hours',Healthy,MA
Male,32,Visakhapatnam,Student,'More than 8 hours',Healthy,MBBS
